rank,story,url,index,pos,neg,neu,comp,source,date,hour
8,"'You know what you did': Baltimore science conference descends into chaos after furious husband storms on stage and SLAPS doctor for 'sexually assaulting his wife seven years ago'
",https://www.dailymail.co.uk/news/article-12154373/Husband-slaps-man-Baltimore-science-conference-sexually-assaulting-wife-seven-years-ago.html,7,0.057,0.13,0.813,-0.9919,Daily Mail,2023-06-03,20
9,"Optical illusion reveals if you're really a judgmental person... so what do YOU see when you look at it? 
",https://www.dailymail.co.uk/femail/article-12153077/Optical-illusion-tell-youre-judgmental-person-depending-see.html,8,0.064,0.108,0.828,-0.9482,Daily Mail,2023-06-03,20
10,"Red Sox star's son and grandson, 8, are found dead at home in horrific murder suicide four years after child's mom vanished without a trace: Cops had searched property just two weeks earlier 
",https://www.dailymail.co.uk/news/article-12153965/Man-son-8-dead-horrific-murder-suicide-four-years-childs-mom-vanished.html,9,0.07,0.053,0.877,0.6956,Daily Mail,2023-06-03,20
1,‘The billionaires have won’: English pubs forced to close after owners demand full rent for lockdown,https://www.theguardian.com/lifeandstyle/2023/jun/03/the-billionaires-have-won-english-pubs-forced-to-close-after-owners-demand-full-rent-for-lockdown,0,0.049,0.08,0.871,-0.9285,Guardian,2023-06-03,20
2,‘Wailing for help’: passengers and bystanders tell of India train crash horror,https://www.theguardian.com/world/2023/jun/03/wailing-for-help-passengers-and-bystanders-tell-of-india-train-crash-horror,1,0.048,0.136,0.816,-0.9991,Guardian,2023-06-03,20
3,Sunak under fire as ‘stupid’ Eat Out to Help Out scheme to be focus of Covid inquiry,https://www.theguardian.com/business/2023/jun/03/sunak-under-fire-as-stupid-eat-out-to-help-out-scheme-to-be-focus-of-covid-inquiry,2,0.069,0.069,0.863,-0.4523,Guardian,2023-06-03,20
4,I love electric vehicles – and was an early adopter. But increasingly I feel duped,https://www.theguardian.com/commentisfree/2023/jun/03/electric-vehicles-early-adopter-petrol-car-ev-environment-rowan-atkinson,3,0.094,0.063,0.843,0.992,Guardian,2023-06-03,20
5,This Morning editor says ‘scores are being settled’ over Phillip Schofield ,https://www.theguardian.com/media/2023/jun/03/this-morning-editor-says-there-are-scores-being-settled-over-phillip-schofield,4,0.046,0.036,0.918,0.6597,Guardian,2023-06-03,20
6,Manchester City hold off Manchester United to win FA Cup and strike Double,https://www.theguardian.com/football/2023/jun/03/manchester-city-manchester-united-fa-cup-final-match-report,5,0.154,0.032,0.814,0.9988,Guardian,2023-06-03,20
7,‘The judge went absolutely berserk’: my life as a barrister in badly behaved Britain,https://www.theguardian.com/lifeandstyle/2023/jun/03/the-judge-went-absolutely-berserk-my-life-as-a-barrister-in-badly-behaved-britain,6,0.084,0.061,0.855,0.909,Guardian,2023-06-03,20
8,"This is how we do it: ‘If there’s wine on the table, sex is absolutely happening’",https://www.theguardian.com/lifeandstyle/2023/jun/03/if-there-is-wine-on-the-table-sex-is-absolutely-happening,7,0.153,0.046,0.801,0.9989,Guardian,2023-06-03,20
9,"Russia-Ukraine war as it happened: Kremlin infighting ‘destroying Russian state’, says Wagner head",https://www.theguardian.com/world/live/2023/jun/03/russia-ukraine-war-live-russian-army-may-struggle-in-bakhmut-compared-with-wagner-uk-mod-suggests,8,0.081,0.145,0.774,-0.9997,Guardian,2023-06-03,20
10,Louise Redknapp looks back: ‘I was expecting a glamorous shoot. I thought: Is that it?’,https://www.theguardian.com/lifeandstyle/2023/jun/03/louise-redknapp-looks-back-i-was-expecting-a-glamorous-shoot-i-thought-is-that-it,9,0.13,0.043,0.827,0.9991,Guardian,2023-06-03,20
1,How many Russians have left during war - and who are they?,https://www.bbc.co.uk/news/world-europe-65790759,0,0.05,0.104,0.846,-0.998,BBC,2023-06-04,8
2,Solar panels - an eco-disaster waiting to happen?,https://www.bbc.co.uk/news/science-environment-65602519,1,0.092,0.024,0.883,0.9975,BBC,2023-06-04,8
3,Modi vows punishments over deadly India rail crash,https://www.bbc.co.uk/news/world-asia-india-65798640,2,0.061,0.147,0.793,-0.9978,BBC,2023-06-04,8
4,Parents clash in Pride protest at US primary school,https://www.bbc.co.uk/news/world-us-canada-65688615,3,0.093,0.112,0.795,-0.9575,BBC,2023-06-04,8
5,"Girl, 2, killed and 22 injured after Russian strike",https://www.bbc.co.uk/news/world-europe-65800870,4,0.025,0.163,0.812,-0.9971,BBC,2023-06-04,8
6,How did three trains collide in India?,https://www.bbc.co.uk/news/world-asia-india-65796173,5,0.027,0.189,0.784,-0.9986,BBC,2023-06-04,8
7,Winning UK show would mean bigger house - Ghetto Kids,https://www.bbc.co.uk/news/world-africa-65796859,6,0.142,0.032,0.826,0.996,BBC,2023-06-04,8
8,Utah schools ban Bible for 'vulgarity and violence',https://www.bbc.co.uk/news/world-us-canada-65794363,7,0.048,0.087,0.865,-0.9149,BBC,2023-06-04,8
9,British Vogue editor Edward Enninful steps down,https://www.bbc.co.uk/news/entertainment-arts-65794311,8,0.171,0.029,0.8,0.9985,BBC,2023-06-04,8
10,Three Israeli soldiers killed near Egypt border,https://www.bbc.co.uk/news/world-middle-east-65798205,9,0.047,0.137,0.816,-0.994,BBC,2023-06-04,8
1,"EXCLUSIVE: Baywatch star's ex-wife, one-time model Loni Willison, 40, is seen covered in dirt, smoking from a crackpipe and dumpster-diving after fall from grace that left her homeless and addicted to drugs
",https://www.dailymail.co.uk/tvshowbiz/article-12141193/Loni-Willison-seen-smoking-crackpipe-covered-dirt-dumpster-diving.html,0,0.041,0.148,0.811,-0.998,Daily Mail,2023-06-04,8
2,"EXCLUSIVE: 'This is the beginning of the end of Putin': Moscow drone attack, Kremlin blasts and cross-border raids spell doom for the Russian tyrant and could see the break-up of his country, expert warns
",https://www.dailymail.co.uk/news/article-12152585/Recent-attacks-spell-doom-Putin-break-Russia-expert-warns.html,1,0.075,0.116,0.809,-0.9932,Daily Mail,2023-06-04,8
3,"Partygoers aboard Bahamas 'pirate boat' shouted 'bye bye' to Cameron Robbins, 18, after he leapt into shark-infested waters and vanished - as obituary pays tribute to 'tough' high school baseball star 
",https://www.dailymail.co.uk/news/article-12155395/Chilling-words-said-Cameron-Robbins-leapt-pirate-party-boat.html,2,0.104,0.081,0.815,0.9788,Daily Mail,2023-06-04,8
4,"Plunging neckline? Revealing see-through panels? It's a Royal 'no' to that! How the Princess of Wales has her catwalk clothing specially tailored to add a note of modesty to the glamorous designs
",https://www.dailymail.co.uk/femail/article-12151517/How-Kate-Middleton-clothing-tailored-fit-modest-royal-wardrobe-fit-Princess.html,3,0.088,0.007,0.905,0.9983,Daily Mail,2023-06-04,8
5,"The numbers game! As Noor Alfallah, 29, reveals she is pregnant with 83-year old Al Pacino's baby, how her past romances with Sir Mick Jagger and Eli Roth confirm she definitely has a type
",https://www.dailymail.co.uk/tvshowbiz/article-12143241/Noor-Alfallahs-high-profile-past-romances.html,4,0.161,0.03,0.809,0.9995,Daily Mail,2023-06-04,8
6,"Is there a serial killer on the loose in Portland? SIX women under 40 have been found dead in 'suspicious circumstances' in secluded areas in a 100 mile radius in the last three months
",https://www.dailymail.co.uk/news/article-12153123/Six-women-dead-Portland-woods-three-months.html,5,0.034,0.185,0.781,-0.9984,Daily Mail,2023-06-04,8
7,"'You know what you did': Baltimore science conference descends into chaos after furious husband storms on stage and SLAPS doctor for 'sexually assaulting his wife seven years ago'
",https://www.dailymail.co.uk/news/article-12154373/Husband-slaps-man-Baltimore-science-conference-sexually-assaulting-wife-seven-years-ago.html,6,0.057,0.13,0.813,-0.9919,Daily Mail,2023-06-04,8
8,"EXCLUSIVE: Al Pacino's pregnant girlfriend Noor Alfallah, 29, is REFUSING to let his ex and 'best friend' Lucila Sola, 46, visit their home - even though he still acts as a 'stepfather' to her model daughter Camila Morrone
",https://www.dailymail.co.uk/tvshowbiz/article-12153035/Al-Pacinos-pregnant-girlfriend-Noor-Alfallah-29-REFUSING-let-ex-visit-home.html,7,0.069,0.037,0.894,0.9748,Daily Mail,2023-06-04,8
9,"Caps off to these A-list kids! Here's all the celebrity children who have graduated in the Class of 2023 from Harrison Ford's son Liam to Heather Locklear's daughter Ava
",https://www.dailymail.co.uk/tvshowbiz/article-12139727/Celebrity-children-graduated-year-Harrison-Fords-son-Heather-Locklears-daughter.html,8,0.178,0.029,0.793,1.0,Daily Mail,2023-06-04,8
10,"Bride and GLOOM: Inside the miserable wedding of Wallis Simpson and Edward VIII - with tragic eyes caught on camera amid speculation American socialite 'was not in love with the former King'
",https://www.dailymail.co.uk/news/article-11911497/Inside-miserable-wedding-Duke-Windsor-Wallis-Simpson.html,9,0.122,0.078,0.801,0.9979,Daily Mail,2023-06-04,8
1,‘The billionaires have won’: English pubs forced to close after owners demand full rent for lockdown,https://www.theguardian.com/lifeandstyle/2023/jun/03/the-billionaires-have-won-english-pubs-forced-to-close-after-owners-demand-full-rent-for-lockdown,0,0.049,0.08,0.871,-0.9285,Guardian,2023-06-04,8
2,Sunak under fire as ‘stupid’ Eat Out to Help Out scheme to be focus of Covid inquiry,https://www.theguardian.com/business/2023/jun/03/sunak-under-fire-as-stupid-eat-out-to-help-out-scheme-to-be-focus-of-covid-inquiry,1,0.069,0.069,0.863,-0.4523,Guardian,2023-06-04,8
3,King Charles to give up home in Wales on edge of Bannau Brycheiniog,https://www.theguardian.com/uk-news/2023/jun/03/king-charles-to-give-up-home-in-wales-on-edge-of-brecon-beacons,2,0.064,0.01,0.926,0.959,Guardian,2023-06-04,8
4,I love electric vehicles – and was an early adopter. But increasingly I feel duped,https://www.theguardian.com/commentisfree/2023/jun/03/electric-vehicles-early-adopter-petrol-car-ev-environment-rowan-atkinson,3,0.094,0.063,0.843,0.992,Guardian,2023-06-04,8
5,"The Parakeet, London: ‘The food is great but beware of the dogs’ – restaurant review",https://www.theguardian.com/food/2023/jun/04/the-parakeet-london-the-food-is-great-but-beware-of-the-dogs-restaurant-review,4,0.121,0.039,0.84,0.999,Guardian,2023-06-04,8
6,Dua Lipa calls UK ministers’ comments on migrants ‘small-minded’,https://www.theguardian.com/politics/2023/jun/03/dua-lipa-calls-uk-ministers-comments-on-migrants-small-minded,5,0.057,0.087,0.856,-0.8806,Guardian,2023-06-04,8
7,Kylie Minogue at 55: why we just can’t get the singer out of our heads ,https://www.theguardian.com/music/2023/jun/04/kylie-minogue-at-55-why-we-just-cant-get-the-singer-out-of-our-heads,6,0.13,0.049,0.82,0.9986,Guardian,2023-06-04,8
8,The Covid inquiry questions that could sink Boris Johnson and Rishi Sunak,https://www.theguardian.com/uk-news/2023/jun/03/the-covid-inquiry-questions-that-could-sink-boris-johnson-and-rishi-sunak,7,0.066,0.118,0.816,-0.9888,Guardian,2023-06-04,8
9,This Morning editor says ‘scores are being settled’ over Phillip Schofield ,https://www.theguardian.com/media/2023/jun/03/this-morning-editor-says-there-are-scores-being-settled-over-phillip-schofield,8,0.046,0.036,0.918,0.6597,Guardian,2023-06-04,8
10,Louise Redknapp looks back: ‘I was expecting a glamorous shoot. I thought: Is that it?’,https://www.theguardian.com/lifeandstyle/2023/jun/03/louise-redknapp-looks-back-i-was-expecting-a-glamorous-shoot-i-thought-is-that-it,9,0.13,0.043,0.827,0.9991,Guardian,2023-06-04,8
1,Anti-Kremlin fighters 'capture' Russian soldiers,https://www.bbc.co.uk/news/world-europe-65804249,0,0.094,0.132,0.774,-0.9861,BBC,2023-06-04,20
2,War with US would be unbearable disaster - China minister,https://www.bbc.co.uk/news/world-asia-china-65803311,1,0.048,0.149,0.803,-0.9926,BBC,2023-06-04,20
3,Harry finally faces questions in hacking case showdown,https://www.bbc.co.uk/news/uk-65730884,2,0.08,0.122,0.798,-0.9926,BBC,2023-06-04,20
4,Solar panels - an eco-disaster waiting to happen?,https://www.bbc.co.uk/news/science-environment-65602519,3,0.092,0.024,0.883,0.9975,BBC,2023-06-04,20
5,Huge anti-government protest in Polish capital Warsaw,https://www.bbc.co.uk/news/world-europe-65803318,4,0.049,0.099,0.852,-0.9602,BBC,2023-06-04,20
6,How many Russians have left during war - and who are they?,https://www.bbc.co.uk/news/world-europe-65790759,5,0.05,0.104,0.846,-0.998,BBC,2023-06-04,20
7,Oil production to drop after Opec+ nations meet,https://www.bbc.co.uk/news/business-65804768,6,0.048,0.109,0.843,-0.9638,BBC,2023-06-04,20
8,'I pray that we find him': Desperate hunt for the missing,https://www.bbc.co.uk/news/world-asia-india-65804245,7,0.044,0.161,0.796,-0.9978,BBC,2023-06-04,20
9,Signal fault likely cause of rail crash - India minister,https://www.bbc.co.uk/news/world-asia-india-65801807,8,0.059,0.147,0.794,-0.9971,BBC,2023-06-04,20
10,Socialite spared jail after killing police chief,https://www.bbc.co.uk/news/world-us-canada-65770626,9,0.052,0.156,0.791,-0.9915,BBC,2023-06-04,20
1,"Caps off to these A-list kids! Here's all the celebrity children who have graduated in the Class of 2023 from Harrison Ford's son Liam to Heather Locklear's daughter Ava
",https://www.dailymail.co.uk/tvshowbiz/article-12139727/Celebrity-children-graduated-year-Harrison-Fords-son-Heather-Locklears-daughter.html,0,0.178,0.029,0.793,1.0,Daily Mail,2023-06-04,20
2,"I've worked as an escort to men from all kinds of professions: Here are my five least favourite - and the one that always performs in the bedroom
",https://www.dailymail.co.uk/femail/article-12150191/Samantha-X-reveals-worst-performing-professions-bedroom.html,1,0.18,0.057,0.764,0.9985,Daily Mail,2023-06-04,20
3,"'You are NOT the father:' Former WWE star takes DNA test to prove he's not Rep. Lauren Boebert father after her mother said for years that he was
",https://www.dailymail.co.uk/news/article-12156613/Former-WWE-star-Stan-Lane-takes-DNA-test-prove-hes-not-Rep-Lauren-Boeberts-father.html,2,0.109,0.058,0.833,0.9895,Daily Mail,2023-06-04,20
4,"EXCLUSIVE: Baywatch star's ex-wife, one-time model Loni Willison, 40, is seen covered in dirt, smoking from a crackpipe and dumpster-diving after fall from grace that left her homeless and addicted to drugs
",https://www.dailymail.co.uk/tvshowbiz/article-12141193/Loni-Willison-seen-smoking-crackpipe-covered-dirt-dumpster-diving.html,3,0.041,0.148,0.811,-0.998,Daily Mail,2023-06-04,20
5,"The numbers game! As Noor Alfallah, 29, reveals she is pregnant with 83-year old Al Pacino's baby, how her past romances with Sir Mick Jagger and Eli Roth confirm she definitely has a type
",https://www.dailymail.co.uk/tvshowbiz/article-12143241/Noor-Alfallahs-high-profile-past-romances.html,4,0.161,0.03,0.809,0.9995,Daily Mail,2023-06-04,20
6,"'That never happened!' Mark Zuckerberg slams New York Times' claims he was choked out at Jiu-Jitsu tournament after ref said he 'started to snore' while in chokehold 
",https://www.dailymail.co.uk/news/article-12156221/Mark-Zuckerberg-denies-choked-Jiu-Jitsu-tournament.html,5,0.153,0.059,0.788,0.9986,Daily Mail,2023-06-04,20
7,"Taylor Swift's rumored boyfriend Matty Healy kisses a male security guard during a performance with his band The 1975 in Denmark
",https://www.dailymail.co.uk/tvshowbiz/article-12156657/Taylor-Swifts-rumored-boyfriend-Matty-Healy-kisses-security-guard-performance-Denmark.html,6,0.106,0.004,0.89,0.9828,Daily Mail,2023-06-04,20
8,"The quest to live FOREVER: It sounds mad, narcissistic and utterly unrealistic, but tech tycoon Bryan Johnson hopes his 80 pills a day and a diet of mushed veg will be a blueprint that'll save mankind from being taken over by robots
",https://www.dailymail.co.uk/news/article-12155695/Tech-tycoon-Bryan-Johnson-hopes-80-pills-day-blueprint-thatll-save-mankind.html,7,0.1,0.093,0.807,0.9474,Daily Mail,2023-06-04,20
9,"Bruce Willis, 68, flashes a smile riding on Splash Mountain with wife Emma and his children during a trip to Disneyland...amid dementia battle
",https://www.dailymail.co.uk/tvshowbiz/article-12155829/Bruce-Willis-68-flashes-smile-riding-Splash-Mountain-Disneyland-amid-dementia-battle.html,8,0.199,0.057,0.744,0.9996,Daily Mail,2023-06-04,20
10,"EXCLUSIVE: 'I choose me!' 90210 star Jennie Garth, 51, looks healthy and fit as she hits the gym with her personal trainer in LA - a year after revealing her secret battle with arthritis
",https://www.dailymail.co.uk/tvshowbiz/article-12153661/Jennie-Garth-seen-staying-active-gym-personal-trainer.html,9,0.082,0.057,0.86,0.7999,Daily Mail,2023-06-04,20
1,Bournemouth beach deaths: victims named as Joe Abbess and Sunnah Khan,https://www.theguardian.com/uk-news/2023/jun/04/bournemouth-beach-deaths-joe-abbess-teenager-family-pay-tribute,0,0.083,0.116,0.802,-0.9469,Guardian,2023-06-04,20
2,"Universal basic income of £1,600 a month to be trialled in two places in England",https://www.theguardian.com/society/2023/jun/04/universal-basic-income-of-1600-pounds-a-month-to-be-trialled-in-england,1,0.113,0.079,0.808,0.9451,Guardian,2023-06-04,20
3,‘They need to evolve’: why Britain’s curry houses are in decline,https://www.theguardian.com/food/2023/jun/04/they-need-to-evolve-why-britains-curry-houses-are-in-decline,2,0.072,0.028,0.9,0.9876,Guardian,2023-06-04,20
4,"Met police dealing with at least one dangerous dog a day, figures show",https://www.theguardian.com/uk-news/2023/jun/04/met-police-dealing-with-at-least-one-dangerous-dog-a-day-figures-show,3,0.057,0.192,0.751,-0.9991,Guardian,2023-06-04,20
5,"Nice to teach you: Brucie can help boost children’s speech, says classics professor",https://www.theguardian.com/education/2023/jun/04/brucey-and-caesar-can-help-children-improve-oracy-says-classic-professor,4,0.101,0.053,0.846,0.9899,Guardian,2023-06-04,20
6,Poland: hundreds of thousands march against rightwing populist government,https://www.theguardian.com/world/2023/jun/04/poland-hundreds-of-thousands-march-against-rightwing-populist-government,5,0.115,0.079,0.807,0.9926,Guardian,2023-06-04,20
7,‘What sprocket left that bike there?’ My life as a pedestrian in badly behaved Britain,https://www.theguardian.com/lifeandstyle/2023/jun/04/what-sprocket-left-that-bike-there-my-life-as-a-pedestrian-in-badly-behaved-britain,6,0.049,0.11,0.841,-0.9844,Guardian,2023-06-04,20
8,I moved from the city to the suburbs – and I can’t believe my luck,https://www.theguardian.com/commentisfree/2023/jun/04/i-moved-from-the-city-to-the-suburbs-and-i-cant-believe-my-luck,7,0.109,0.045,0.846,0.9944,Guardian,2023-06-04,20
9,I love electric vehicles – and was an early adopter. But increasingly I feel duped,https://www.theguardian.com/commentisfree/2023/jun/03/electric-vehicles-early-adopter-petrol-car-ev-environment-rowan-atkinson,8,0.094,0.063,0.843,0.992,Guardian,2023-06-04,20
10,England rocked as Jack Leach ruled out of Ashes with stress fracture of back,https://www.theguardian.com/sport/2023/jun/04/england-rocked-as-jack-leach-ruled-out-of-ashes-with-stress-fracture-of-back,9,0.054,0.062,0.884,-0.6428,Guardian,2023-06-04,20
1,Russia says it thwarted major Ukrainian offensive,https://www.bbc.co.uk/news/world-europe-65806152,0,0.09,0.146,0.765,-0.9856,BBC,2023-06-05,8
2,Woman pardoned after 20 years in jail for baby deaths,https://www.bbc.co.uk/news/world-australia-65806606,1,0.089,0.135,0.776,-0.992,BBC,2023-06-05,8
3,War with US would be unbearable disaster - China minister,https://www.bbc.co.uk/news/world-asia-china-65803311,2,0.055,0.131,0.813,-0.994,BBC,2023-06-05,8
4,Solar panels - an eco-disaster waiting to happen?,https://www.bbc.co.uk/news/science-environment-65602519,3,0.092,0.024,0.883,0.9975,BBC,2023-06-05,8
5,Huge anti-government protest in Polish capital Warsaw,https://www.bbc.co.uk/news/world-europe-65803318,4,0.049,0.099,0.852,-0.9602,BBC,2023-06-05,8
6,Oil prices rise as Saudi Arabia pledges output cuts,https://www.bbc.co.uk/news/business-65804768,5,0.043,0.127,0.83,-0.9927,BBC,2023-06-05,8
7,Kashmir battles alarming drug addiction crisis,https://www.bbc.co.uk/news/world-asia-india-65744378,6,0.071,0.095,0.833,-0.9908,BBC,2023-06-05,8
8,Afghan women face 'pandemic of suicidal thoughts',https://www.bbc.co.uk/news/world-asia-65765399,7,0.065,0.163,0.772,-0.9992,BBC,2023-06-05,8
9,The mums and babies heading home to the front line,https://www.bbc.co.uk/news/world-europe-65778235,8,0.11,0.086,0.804,0.9044,BBC,2023-06-05,8
10,Musk snaps up top NBCUniversal executive for Twitter,https://www.bbc.co.uk/news/business-65806686,9,0.059,0.038,0.904,0.8718,BBC,2023-06-05,8
1,"Florida businessman says his daughter, granddaughter and nanny were on private Cessna which crashed in Virginia - as Pentagon says its fighter jets did NOT shoot it down but used flares to try to get the attention of its 'unresponsive pilot' 
",https://www.dailymail.co.uk/news/article-12158275/Explosion-heard-DC-shakes-ground-compared-earthquake-online.html,0,0.035,0.083,0.883,-0.9922,Daily Mail,2023-06-05,8
2,"Kanye West sports shoulder-padded top and sock-leggings to play with son Psalm, 4... while 'wife' Bianca Censori is completely hidden beneath a bizarre black dress
",https://www.dailymail.co.uk/tvshowbiz/article-12158637/Kanye-West-sports-shoulder-padded-Polizei-sock-leggings-play-son-Psalm-LA.html,1,0.096,0.095,0.809,0.0896,Daily Mail,2023-06-05,8
3,"Caps off to these A-list kids! Here's all the celebrity children who have graduated in the Class of 2023 from Harrison Ford's son Liam to Heather Locklear's daughter Ava
",https://www.dailymail.co.uk/tvshowbiz/article-12139727/Celebrity-children-graduated-year-Harrison-Fords-son-Heather-Locklears-daughter.html,2,0.178,0.029,0.793,1.0,Daily Mail,2023-06-05,8
4,"'You are NOT the father:' Former WWE star takes DNA test to prove he's not Rep. Lauren Boebert father after her mother said for years that he was
",https://www.dailymail.co.uk/news/article-12156613/Former-WWE-star-Stan-Lane-takes-DNA-test-prove-hes-not-Rep-Lauren-Boeberts-father.html,3,0.103,0.048,0.849,0.9886,Daily Mail,2023-06-05,8
5,"Arnold Schwarzenegger gets candid about crushing moment he told Maria Shriver of his affair with their housekeeper and secret love child... as he reflects on demise of his marriage
",https://www.dailymail.co.uk/tvshowbiz/article-12158865/Arnold-Schwarzenegger-gets-candid-moment-told-Maria-Shriver-affair-love-child.html,4,0.159,0.087,0.755,0.9981,Daily Mail,2023-06-05,8
6,"NRA exec and Trump donor says daughter and granddaughter, 2, were killed alongside nanny and pilot in private jet crash that sparked F-16 response as 'unresponsive pilot' flew over the capital
",https://www.dailymail.co.uk/news/article-12158901/NRA-director-pays-heartbreaking-tribute-daughter-granddaughter-killed-Cessna-crash.html,5,0.041,0.084,0.875,-0.9941,Daily Mail,2023-06-05,8
7,"'That never happened!' Mark Zuckerberg slams New York Times' claims he was choked out at Jiu-Jitsu tournament after ref said he 'started to snore' while in chokehold 
",https://www.dailymail.co.uk/news/article-12156221/Mark-Zuckerberg-denies-choked-Jiu-Jitsu-tournament.html,6,0.153,0.059,0.788,0.9986,Daily Mail,2023-06-05,8
8,"I've worked as an escort to men from all kinds of professions: Here are my five least favourite - and the one that always performs in the bedroom
",https://www.dailymail.co.uk/femail/article-12150191/Samantha-X-reveals-worst-performing-professions-bedroom.html,7,0.18,0.057,0.764,0.9985,Daily Mail,2023-06-05,8
9,"Family-of-eight who left their $4,000-a-month California home to move into a $386,000 Texas mansion reveal how relocation saved them THOUSANDS
",https://www.dailymail.co.uk/femail/article-12137219/Family-eight-left-California-Texas-mansion-reveal-saved-thousands.html,8,0.09,0.033,0.877,0.9916,Daily Mail,2023-06-05,8
10,"EXCLUSIVE: 'I choose me!' 90210 star Jennie Garth, 51, looks healthy and fit as she hits the gym with her personal trainer in LA - a year after revealing her secret battle with arthritis
",https://www.dailymail.co.uk/tvshowbiz/article-12153661/Jennie-Garth-seen-staying-active-gym-personal-trainer.html,9,0.082,0.057,0.86,0.7999,Daily Mail,2023-06-05,8
1,Russia-Ukraine war live: Moscow claims to have repelled ‘major’ attack in Donetsk; Belgorod energy facility on fire,https://www.theguardian.com/world/live/2023/jun/05/russia-ukraine-war-live-moscow-claims-to-have-repelled-major-attack-in-donetsk-belgorod-energy-facility-on-fire,0,0.057,0.146,0.797,-0.9995,Guardian,2023-06-05,8
2,"Access to contraception has got harder in England, top doctor says",https://www.theguardian.com/society/2023/jun/05/access-to-contraception-has-got-harder-in-england-lesley-regan-davina-mccall,1,0.092,0.075,0.832,0.9657,Guardian,2023-06-05,8
3,Rise in UK breweries going bust amid thirst for cheaper craft beers,https://www.theguardian.com/business/2023/jun/05/rise-in-uk-breweries-going-bust-amid-thirst-for-cheaper-craft-beers,2,0.014,0.076,0.91,-0.9878,Guardian,2023-06-05,8
4,Barbie film required so much pink paint it contributed to worldwide shortage,https://www.theguardian.com/film/2023/jun/05/barbie-film-required-so-much-pink-paint-it-contributed-to-worldwide-shortage,3,0.108,0.034,0.858,0.9839,Guardian,2023-06-05,8
5,"Universal basic income of £1,600 a month to be trialled in two places in England",https://www.theguardian.com/society/2023/jun/04/universal-basic-income-of-1600-pounds-a-month-to-be-trialled-in-england,4,0.113,0.079,0.808,0.9451,Guardian,2023-06-05,8
6,Kathleen Folbigg pardoned and released after 20 years in jail over deaths of her four children,https://www.theguardian.com/australia-news/2023/jun/05/kathleen-folbigg-pardoned-after-20-years-in-jail-over-deaths-of-her-four-children,5,0.1,0.124,0.776,-0.9813,Guardian,2023-06-05,8
7,"Sarah Beeny on cancer, love and survival: ‘I always assumed I would die at 39. So I was very impatient’",https://www.theguardian.com/tv-and-radio/2023/jun/05/sarah-beeny-on-cancer-love-and-survival-i-always-assumed-i-would-die-at-39-so-i-was-very-impatient,6,0.128,0.109,0.764,0.98,Guardian,2023-06-05,8
8,Ministers face legal challenge over cuts to walking and cycling investment in England,https://www.theguardian.com/politics/2023/jun/05/ministers-face-legal-challenge-over-cuts-to-walking-and-cycling-investment-in-england,7,0.1,0.056,0.845,0.9754,Guardian,2023-06-05,8
9,"Cameron-Osborne austerity years cost UK dearly when Covid struck, says TUC",https://www.theguardian.com/politics/2023/jun/04/cameron-osborne-austerity-years-cost-uk-dearly-covid-tuc-union-claims-inquiry,8,0.094,0.069,0.837,0.9894,Guardian,2023-06-05,8
10,Bournemouth beach deaths: victims named as Joe Abbess and Sunnah Khan,https://www.theguardian.com/uk-news/2023/jun/04/bournemouth-beach-deaths-joe-abbess-teenager-family-pay-tribute,9,0.08,0.093,0.828,-0.7435,Guardian,2023-06-05,8
1,FBI agent who spied for Russia found dead in prison,https://www.bbc.co.uk/news/world-us-canada-65816862,0,0.015,0.124,0.861,-0.99,BBC,2023-06-05,20
2,"Apple unveils $3,499 mixed reality headset",https://www.bbc.co.uk/news/technology-65809408,1,0.047,0.02,0.933,0.8364,BBC,2023-06-05,20
3,"'Offensive actions' under way in east, Ukraine says",https://www.bbc.co.uk/news/world-europe-65813560,2,0.071,0.102,0.826,-0.9828,BBC,2023-06-05,20
4,Harry surrounded by 'web of unlawful activity',https://www.bbc.co.uk/news/uk-65808672,3,0.07,0.068,0.862,-0.5775,BBC,2023-06-05,20
5,Why Putin has put this religious art on display,https://www.bbc.co.uk/news/world-europe-65813549,4,0.185,0.061,0.754,0.9981,BBC,2023-06-05,20
6,Ex-Vice-President Mike Pence joins White House race,https://www.bbc.co.uk/news/world-us-canada-65813361,5,0.102,0.05,0.848,0.9801,BBC,2023-06-05,20
7,First sprinter to run 100m in under 10 seconds dies,https://www.bbc.co.uk/news/world-us-canada-65692022,6,0.124,0.025,0.85,0.9795,BBC,2023-06-05,20
8,Sonic boom as US jets pursue unresponsive plane,https://www.bbc.co.uk/news/world-us-canada-65808194,7,0.068,0.058,0.874,0.3254,BBC,2023-06-05,20
9,Wagner detains Russian officer over 'drunk' attack,https://www.bbc.co.uk/news/world-europe-65809844,8,0.031,0.144,0.825,-0.9935,BBC,2023-06-05,20
10,Top Australian soldier a liar and bully - Judge,https://www.bbc.co.uk/news/world-australia-65813912,9,0.094,0.162,0.744,-0.9923,BBC,2023-06-05,20
1,"Florida businessman says his daughter, granddaughter and nanny were on private Cessna which crashed in Virginia - as Pentagon says its fighter jets did NOT shoot it down but used flares to try to get the attention of its 'unresponsive pilot' 
",https://www.dailymail.co.uk/news/article-12158275/Explosion-heard-DC-shakes-ground-compared-earthquake-online.html,0,0.035,0.083,0.883,-0.9922,Daily Mail,2023-06-05,20
